table_off_hex,target_off_hex,control_hex,nearest_marker_hex,nearest_marker_dist,nearest_marker_tag,nearest_path_hex,nearest_path_dist,nearest_path
0x670,0x5484,0x60,0x54c7,67,n,0x54aa,38,HUD\HUD-TEMPLATE.PSB
0x674,0x85ec,0x5e,0x85e0,12,l,0x8150,1180,S\PS2\OPTIONS.XML
0x678,0xa838,0x5d,0xa82c,12,o,0xaf03,1739,\TNG\DATAPSM\COURSE\ITALY_S2\DRUM2-TGA.GXI
0x67c,0x5cf8,0xa10,0x5d57,95,l,0x60b7,959,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x680,0x243c,0x60,0x2431,11,n,0x2623,487,SPAIN_S1\ROAD1A-TGA.GXI
0x684,0x46dc,0x60,0x46e8,12,n,0x4279,1123,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x688,0x35c8,0x5e,0x35ae,26,l,0x3605,61,S\PS2\RACEDETAILS2.XML
0x68c,0x5ce8,0x216,0x5c88,96,l,0x60b7,975,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x690,0x8100,0x5f,0x8105,5,o,0x8150,80,S\PS2\OPTIONS.XML
0x694,0x4d48,0xe000,0x4d67,31,n,0x516a,1058,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x6a4,0xcc06,0x85d,0xcbf8,14,l,0xced9,723,"""\DATAPSM\COMMONTEXTURES\SIDERED2-TGA.GXI"
0x6a8,0x5c98,0x600,0x5c88,16,l,0x60b7,1055,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x6ac,0x54dc,0x5f,0x54c7,21,n,0x54aa,50,HUD\HUD-TEMPLATE.PSB
0x6b0,0xf29c,0x5f,0xf277,37,l,0xf311,117,FMV\ELF3.PSS
0x6b4,0x4ca8,0x70c,0x4cb1,9,n,0x516a,1218,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x6b8,0x211c,0x5e,0x211c,0,n,0x2623,1287,SPAIN_S1\ROAD1A-TGA.GXI
0x6bc,0x551c,0x60,0x5510,12,n,0x54aa,114,HUD\HUD-TEMPLATE.PSB
0x6c0,0x36b0,0x6c4c,0x36b7,7,o,0x3605,171,S\PS2\RACEDETAILS2.XML
0x6c4,0x9c09,0x5c,0x9c15,12,l,0x9f0e,773,\DATAPSM\COURSE\ITALY_W1\TFRONT-TGA.GXI
0x6c8,0xe0c0,0x5f,0xe0d3,19,n,0xe308,584,S\PS2\PROGRESS.XML
0x6d0,0x4c78,0x20a,0x4c71,7,l,0x516a,1266,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x6d8,0x7cc0,0x100,0x7ca8,24,n,0x7f99,729,RSE\ITALY1\I2A_DIRT2-TGA.GXI
0x6dc,0x5f25,0xc800,0x5f5c,55,l,0x60b7,402,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x704,0x1c4c,0x5e,0x1c3c,16,n,0x18b7,917,VEHICLES\MOONBUGGY\WHEEL.PSM
0x708,0x9fbc,0xb24c,0x9fad,15,l,0x9f8c,48,VEHICLES\JUMP\WHEEL.PSM
0x710,0xd40b,0x4dcf,0xd417,12,o,0xd0d4,823,FMV\INV1.PSS
0x714,0xa02c,0x6d4c,0xa023,9,l,0x9f8c,160,VEHICLES\JUMP\WHEEL.PSM
0x71c,0xb800,0x35c,0xb7c8,56,l,0xb67f,385,\CAR.PSM
0x720,0x5c02,0x5eb2,0x5c10,14,n,0x60b7,1205,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x724,0x7c00,0x54d,0x7bfa,6,l,0x786c,916,FMV\MICROIDS.PSS
0x728,0x5c5c,0x20e,0x5c4e,14,n,0x60b7,1115,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x72c,0x7658,0x60,0x7650,8,n,0x786c,532,FMV\MICROIDS.PSS
0x730,0x5c50,0x208,0x5c4e,2,n,0x60b7,1127,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x734,0xafd0,0x5f,0xafe4,20,o,0xaf03,205,\TNG\DATAPSM\COURSE\ITALY_S2\DRUM2-TGA.GXI
0x738,0x4dfc,0xe010,0x4e06,10,o,0x516a,878,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x740,0x5e47,0xc00,0x5e36,17,n,0x60b7,624,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x744,0x6025,0xfc00,0x601a,11,n,0x60b7,146,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x748,0x6065,0x3000,0x6055,16,l,0x60b7,82,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x74c,0x5c14,0x36,0x5c10,4,n,0x60b7,1187,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x750,0x8102,0x5f,0x8105,3,o,0x8150,78,S\PS2\OPTIONS.XML
0x754,0x4764,0x60,0x4791,45,n,0x4279,1259,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x758,0x2548,0x60,0x2562,26,n,0x2623,219,SPAIN_S1\ROAD1A-TGA.GXI
0x75c,0x72b0,0x5f,0x72b7,7,n,0x71c0,240,VEHICLES\BRUNO\CAR.PSM
0x760,0x46c4,0x5f,0x46c6,2,l,0x4279,1099,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x764,0x4e90,0x9410,0x4eb6,38,n,0x516a,730,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x768,0x5c98,0x4c1e,0x5c88,16,l,0x60b7,1055,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x774,0x785e,0xf37,0x783a,36,n,0x786c,14,FMV\MICROIDS.PSS
0x778,0xac00,0x6047,0xac08,8,l,0xaf03,771,\TNG\DATAPSM\COURSE\ITALY_S2\DRUM2-TGA.GXI
0x77c,0x4400,0x5f37,0x43f8,8,o,0x4279,391,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x780,0xfc00,0x5f72,0xfc0a,10,n,0xfebe,702,\TNG\DATAPSM\COMMONTEXTURES\ICEWIN-TGA.GXI
0x784,0x2000,0x6087,0x201a,26,n,0x2623,1571,SPAIN_S1\ROAD1A-TGA.GXI
0x788,0xd800,0x44c,0xd7f1,15,l,0xd0d4,1836,FMV\INV1.PSS
0x78c,0x740f,0x5f73,0x740d,2,l,0x71c0,591,VEHICLES\BRUNO\CAR.PSM
0x790,0x1c00,0x6004,0x1bef,17,n,0x18b7,841,VEHICLES\MOONBUGGY\WHEEL.PSM
0x794,0x4800,0x5ecc,0x4809,9,l,0x4279,1415,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x798,0x9c00,0x5cbf,0x9bf5,11,l,0x9f0e,782,\DATAPSM\COURSE\ITALY_W1\TFRONT-TGA.GXI
0x79c,0x5400,0x4c47,0x53ea,22,l,0x5422,34,FMV\FUJ3.PSS
0x7a4,0x6c00,0x24c,0x6bf7,9,n,0x6d35,309,FMV\GO2.PSS
0x7a8,0x6802,0x6087,0x681d,27,l,0x6d35,1331,FMV\GO2.PSS
0x7ac,0x9c00,0x107c,0x9bf5,11,l,0x9f0e,782,\DATAPSM\COURSE\ITALY_W1\TFRONT-TGA.GXI
0x7b0,0x5601,0x5e,0x5617,22,n,0x54aa,343,HUD\HUD-TEMPLATE.PSB
0x7b4,0x5e94,0x6c14,0x5e87,13,l,0x60b7,547,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x7b8,0x5cc1,0x115,0x5c88,57,l,0x60b7,1014,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x7bc,0x5fb0,0xb400,0x5fa4,12,l,0x60b7,263,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x7c4,0x6099,0xf400,0x6081,24,n,0x60b7,30,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x7cc,0x5cc0,0x5c00,0x5c88,56,l,0x60b7,1015,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x7d0,0x6099,0xa000,0x6081,24,n,0x60b7,30,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x7d4,0x1e4c,0xdc02,0x1e5f,19,n,0x18b7,1429,VEHICLES\MOONBUGGY\WHEEL.PSM
0x7d8,0x5d49,0xa400,0x5d57,14,l,0x60b7,878,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x7e0,0xf24c,0x260a,0xf277,43,l,0xf311,197,FMV\ELF3.PSS
0x7f0,0x7c4c,0xd7c,0x7c59,13,l,0x7f99,845,RSE\ITALY1\I2A_DIRT2-TGA.GXI
0x7f8,0x5d79,0x3c00,0x5d78,1,l,0x60b7,830,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x7fc,0x6048,0x400,0x603b,13,n,0x60b7,111,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x800,0x4c74,0x567,0x4c71,3,l,0x516a,1270,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x804,0x5eb3,0xc400,0x5ec4,17,n,0x60b7,516,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x808,0x6014,0xe800,0x601a,6,n,0x60b7,163,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x810,0x600c,0x4ce2,0x601a,14,n,0x60b7,171,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x818,0x9000,0x114e,0x9019,25,o,0x8f8e,114,\TNG\DATAPSM\COURSE\TURKEY_S2\TREE-TGA.GXI
0x81c,0x772c,0xfc4e,0x771b,17,l,0x786c,320,FMV\MICROIDS.PSS
0x820,0x5d4a,0x169c,0x5d57,13,l,0x60b7,877,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x824,0x2007,0x5dab,0x201a,19,n,0x2623,1564,SPAIN_S1\ROAD1A-TGA.GXI
0x828,0x5c00,0x5e37,0x5bf1,15,n,0x60b7,1207,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x82c,0x6800,0x4c77,0x681d,29,l,0x6d35,1333,FMV\GO2.PSS
0x850,0x5ff5,0x1400,0x5ff4,1,l,0x60b7,194,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x854,0x6038,0x3800,0x603b,3,n,0x60b7,127,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x858,0x6088,0xf400,0x6081,7,n,0x60b7,47,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x85c,0x5dab,0x6000,0x5d9b,16,n,0x60b7,780,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x860,0x5f38,0x3c00,0x5f5c,36,l,0x60b7,383,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x864,0x5e07,0xa400,0x5dfe,9,n,0x60b7,688,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x868,0x6067,0xb400,0x6055,18,l,0x60b7,80,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x878,0x7c02,0x6048,0x7bfa,8,l,0x786c,918,FMV\MICROIDS.PSS
0x888,0xd009,0x84d,0xd019,16,l,0xd0d4,203,FMV\INV1.PSS
0x88c,0x4dd8,0xfc0f,0x4de6,14,n,0x516a,914,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x894,0x6027,0x3c00,0x601a,13,n,0x60b7,144,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x898,0x5eeb,0x8800,0x5ec4,39,n,0x60b7,460,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x89c,0x6088,0xb000,0x6081,7,n,0x60b7,47,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x8a4,0x5edb,0xa400,0x5ec4,23,n,0x60b7,476,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x8a8,0x609a,0x4c00,0x6081,25,n,0x60b7,29,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x8ac,0x6078,0x6800,0x6081,9,n,0x60b7,63,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x8b4,0xa00e,0x74c,0xa023,21,l,0x9f8c,130,VEHICLES\JUMP\WHEEL.PSM
0x8d8,0x5f0b,0xe000,0x5ec4,71,n,0x60b7,428,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x8dc,0x5f27,0xe400,0x5f5c,53,l,0x60b7,400,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x8e4,0x5eec,0xe000,0x5ec4,40,n,0x60b7,459,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x8e8,0x5fc2,0x2400,0x5fcf,13,l,0x60b7,245,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x8ec,0x5f28,0x3000,0x5f5c,52,l,0x60b7,399,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x8f0,0x5dc3,0x39fa,0x5dbb,8,n,0x60b7,756,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x8f4,0x565c,0x4b02,0x5667,11,n,0x54aa,434,HUD\HUD-TEMPLATE.PSB
0x8fc,0xfe4d,0x4c9b,0xfe5b,14,l,0xfebe,113,\TNG\DATAPSM\COMMONTEXTURES\ICEWIN-TGA.GXI
0x900,0x4d86,0x9000,0x4d67,31,n,0x516a,996,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x908,0x5d7b,0xb000,0x5d78,3,l,0x60b7,828,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x910,0x6089,0xd400,0x6081,8,n,0x60b7,46,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x914,0x5c78,0x9f5,0x5c88,16,l,0x60b7,1087,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x918,0x5fd1,0x1400,0x5fcf,2,l,0x60b7,230,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x91c,0x6079,0x8000,0x6081,8,n,0x60b7,62,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x920,0x5fc3,0x6000,0x5fcf,12,l,0x60b7,244,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x928,0x5fe3,0xc000,0x5ff4,17,l,0x60b7,212,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x930,0x5f29,0xb000,0x5f5c,51,l,0x60b7,398,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x934,0x4c79,0x4ddb,0x4c71,8,l,0x516a,1265,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x938,0x8819,0x54c,0x8807,18,l,0x8150,1737,S\PS2\OPTIONS.XML
0x93c,0xec02,0x6015,0xec07,5,l,0xf311,1807,FMV\ELF3.PSS
0x940,0xd400,0x2a5d,0xd417,23,o,0xd0d4,812,FMV\INV1.PSS
0x944,0x5edc,0xcc05,0x5ec4,24,n,0x60b7,475,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x948,0x4c48,0x106,0x4c56,14,n,0x516a,1314,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x94c,0x5f49,0x7c00,0x5f5c,19,l,0x60b7,366,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x954,0x5e78,0xe400,0x5e6e,10,l,0x60b7,575,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x95c,0xf42e,0x125c,0xf446,24,l,0xf311,285,FMV\ELF3.PSS
0x960,0xa802,0x5ff5,0xa82c,42,o,0xaf03,1793,\TNG\DATAPSM\COURSE\ITALY_S2\DRUM2-TGA.GXI
0x964,0xd000,0x55e,0xd019,25,l,0xd0d4,212,FMV\INV1.PSS
0x96c,0xcd06,0x5e,0xcd1f,25,l,0xced9,467,"""\DATAPSM\COMMONTEXTURES\SIDERED2-TGA.GXI"
0x970,0x95cc,0x5e,0x95d7,11,n,0x8f8e,1598,\TNG\DATAPSM\COURSE\TURKEY_S2\TREE-TGA.GXI
0x974,0xe434,0x765c,0xe432,2,l,0xe4b5,129,HUD\HUD-NUMS.PSB
0x978,0x9b0e,0x60,0x9b1d,15,l,0x9f0e,1024,\DATAPSM\COURSE\ITALY_W1\TFRONT-TGA.GXI
0x97c,0x8a1c,0x60,0x8a0d,15,l,0x8f62,1350,\FMV\CHALL02.PSS
0x980,0x4978,0x60,0x496f,9,l,0x4279,1791,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x990,0x5e88,0xc000,0x5e87,1,l,0x60b7,559,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x994,0x5e08,0xc000,0x5dfe,10,n,0x60b7,687,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x99c,0x5fb2,0x4400,0x5fa4,14,l,0x60b7,261,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x9a0,0x6028,0x1000,0x601a,14,n,0x60b7,143,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x9a4,0x6057,0x2c00,0x6055,2,l,0x60b7,96,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x9a8,0x4c39,0x14c,0x4c33,6,n,0x516a,1329,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x9ac,0x5dce,0x8c00,0x5ddb,13,n,0x60b7,745,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x9b4,0x608a,0x3c00,0x6081,9,n,0x60b7,45,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x9b8,0x607a,0x8800,0x6081,7,n,0x60b7,61,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x9bc,0x6005,0x6400,0x5ff4,17,l,0x60b7,178,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x9c0,0x5f94,0x5000,0x5fa4,16,l,0x60b7,291,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x9d0,0x2f5c,0xc20d,0x2f51,11,n,0x2adf,1149,CUPS\CUP_FUJSEM.PSM
0xa04,0x5a4c,0x35e,0x5a40,12,l,0x54aa,1442,HUD\HUD-TEMPLATE.PSB
0xa08,0x68d0,0x6d5c,0x68e3,19,l,0x6d35,1125,FMV\GO2.PSS
0xa10,0x6016,0x400,0x601a,4,n,0x60b7,161,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xa14,0x604a,0x4800,0x6055,11,l,0x60b7,109,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xa18,0x5de2,0x3400,0x5ddb,7,n,0x60b7,725,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xa1c,0x5fb3,0xb400,0x5fa4,15,l,0x60b7,260,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xa20,0x5e27,0x6000,0x5e20,7,n,0x60b7,656,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xa24,0x6039,0x1800,0x603b,2,n,0x60b7,126,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xa28,0x6058,0x7800,0x6055,3,l,0x60b7,95,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xa2c,0x5e48,0x6400,0x5e36,18,n,0x60b7,623,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xa30,0x5f64,0x5c00,0x5f5c,8,l,0x60b7,339,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xa38,0x5000,0x4cdc,0x5003,3,n,0x516a,362,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xa3c,0x4d31,0xf003,0x4d67,54,n,0x516a,1081,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xa40,0x415e,0xed94,0x4147,23,n,0x4279,283,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0xa44,0x1b5c,0x850d,0x1b67,11,n,0x18b7,677,VEHICLES\MOONBUGGY\WHEEL.PSM
0xa5c,0x5fd2,0x3800,0x5fcf,3,l,0x60b7,229,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xa60,0x609c,0x3800,0x6081,27,n,0x60b7,27,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xa64,0x5f4a,0x1000,0x5f5c,18,l,0x60b7,365,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xa68,0x5fe5,0x2800,0x5ff4,15,l,0x60b7,210,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xa6c,0x5caf,0xe000,0x5c88,39,l,0x60b7,1032,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xa78,0x5e79,0x4400,0x5e6e,11,l,0x60b7,574,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xa7c,0x5e98,0x1400,0x5e87,17,l,0x60b7,543,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xa80,0x5f86,0xac00,0x5fa4,30,l,0x60b7,305,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xa84,0x5ff6,0x1800,0x5ff4,2,l,0x60b7,193,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xa88,0x6006,0x5000,0x5ff4,18,l,0x60b7,177,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xa90,0xe004,0x4c,0xdffa,10,l,0xe308,772,S\PS2\PROGRESS.XML
0xa94,0xb402,0x5cd2,0xb401,1,n,0xb3a5,93,HUD\PACENOTES.PSB
0xa98,0xf800,0x175c,0xf7f7,9,n,0xf311,1263,FMV\ELF3.PSS
0xa9c,0x4860,0xb807,0x4864,4,n,0x4279,1511,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0xaa0,0x5e67,0xc000,0x5e6e,7,l,0x60b7,592,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xaa4,0x5d4b,0x6c00,0x5d57,12,l,0x60b7,876,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xaa8,0x4c76,0x12d,0x4c71,5,l,0x516a,1268,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0xaac,0x5ece,0x6000,0x5ec4,10,n,0x60b7,489,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xab8,0x5e98,0x3800,0x5e87,17,l,0x60b7,543,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xabc,0x608b,0x5800,0x6081,10,n,0x60b7,44,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xac0,0x5df4,0x9c00,0x5dfe,10,n,0x60b7,707,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xac4,0x5fa3,0x2400,0x5fa4,1,l,0x60b7,276,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xac8,0x5e8b,0xc400,0x5e87,4,l,0x60b7,556,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xacc,0x5ece,0xf400,0x5ec4,10,n,0x60b7,489,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xad4,0x6029,0x5000,0x601a,15,n,0x60b7,142,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xad8,0x5d3b,0xf000,0x5d57,28,l,0x60b7,892,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xadc,0x5d6f,0x8000,0x5d78,9,l,0x60b7,840,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xae0,0x5c0c,0x34,0x5c10,4,n,0x60b7,1195,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xae4,0x9922,0x5e,0x9937,21,l,0x9f0e,1516,\DATAPSM\COURSE\ITALY_W1\TFRONT-TGA.GXI
0xae8,0x3a38,0x60,0x3a45,13,n,0x396b,205,VEHICLES\SEATBUGGY\COMPLETE.PSMH
0xaec,0x5b70,0x5d,0x5b74,4,n,0x60b7,1351,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0xaf0,0x1b2c,0x5f,0x1b22,10,n,0x18b7,629,VEHICLES\MOONBUGGY\WHEEL.PSM
0xaf4,0x9c7c,0x60,0x9c7f,3,l,0x9f0e,658,\DATAPSM\COURSE\ITALY_W1\TFRONT-TGA.GXI
0xaf8,0x295c,0x60,0x2956,6,l,0x2adf,387,CUPS\CUP_FUJSEM.PSM
0xb00,0x7034,0x5d,0x7050,28,l,0x6fe7,77,APSM\COURSE\ITALY_S3\VHUTDOOR-TGA.GXI
0xb04,0x1c94,0x5d,0x1c9f,11,o,0x18b7,989,VEHICLES\MOONBUGGY\WHEEL.PSM
